iso3c,Country,Year,Sex,Age_Int,Age_Lower,Deaths,Population,mr,mra,source,Age_Int_cut,Sex_name,asmr
ITA,Italy,2020,f,"[55,65)",55,1068.5,4434584,30.40522488908177,30.40522488908177,Official COVID-19 deaths,PRI,Females,NA
ITA,Italy,2021,f,"[55,65)",55,2455.5,4434584,55.37159742604943,55.37159742604943,Official COVID-19 deaths,PRI,Females,NA
ITA,Italy,2020,f,"[65,75)",65,3240.6000000000004,3656733,111.83011096048226,111.83011096048226,Official COVID-19 deaths,PRI,Females,NA
ITA,Italy,2021,f,"[65,75)",65,6865.3,3656733,187.74408741354648,187.74408741354648,Official COVID-19 deaths,PRI,Females,NA
ITA,Italy,2020,f,"[75,85)",75,9511.8,2798820,428.8587945736315,428.8587945736315,Official COVID-19 deaths,PRI,Females,NA
ITA,Italy,2021,f,"[75,85)",75,18370.5,2798820,656.3658970566167,656.3658970566167,Official COVID-19 deaths,PRI,Females,NA
ITA,Italy,2020,f,(85+],85,17153.4,1492973,1449.8559011353282,1521.7368872009195,Official COVID-19 deaths,PRI,Females,NA
ITA,Italy,2021,f,(85+],85,31215.2,1492973,2090.8080722156396,2194.4661983694677,Official COVID-19 deaths,PRI,Females,NA
ITA,Italy,2020,m,"[0,45)",0,265.9,14298034,2.3467595348456727,2.3467595348456727,Official COVID-19 deaths,PRI,Males,NA
ITA,Italy,2021,m,"[0,45)",0,554.4,14298034,3.877456159357293,3.877456159357293,Official COVID-19 deaths,PRI,Males,NA
ITA,Italy,2020,m,"[45,55)",45,925.5,4821536,24.222423251487847,24.222423251487847,Official COVID-19 deaths,PRI,Males,NA
ITA,Italy,2021,m,"[45,55)",45,1870.5,4821536,38.794691152363065,38.794691152363065,Official COVID-19 deaths,PRI,Males,NA
ITA,Italy,2020,m,"[55,65)",55,3179.8999999999996,4177929,96.04593453792421,96.04593453792421,Official COVID-19 deaths,PRI,Males,NA
ITA,Italy,2021,m,"[55,65)",55,6316.6,4177929,151.1897401798834,151.1897401798834,Official COVID-19 deaths,PRI,Males,NA
ITA,Italy,2020,m,"[65,75)",65,8563.3,3266360,330.82908949469885,330.82908949469885,Official COVID-19 deaths,PRI,Males,NA
ITA,Italy,2021,m,"[65,75)",65,16554.3,3266360,506.8118639709034,506.8118639709034,Official COVID-19 deaths,PRI,Males,NA
ITA,Italy,2020,m,"[75,85)",75,16196.5,2140683,954.7625910137314,954.7625910137314,Official COVID-19 deaths,PRI,Males,NA
ITA,Italy,2021,m,"[75,85)",75,29467.9,2140683,1376.565329850333,1376.565329850333,Official COVID-19 deaths,PRI,Males,NA
ITA,Italy,2020,m,(85+],85,12426.3,733183,2138.7303228330634,2243.4069965164817,Official COVID-19 deaths,PRI,Males,NA
ITA,Italy,2021,m,(85+],85,22891.8,733183,3122.249151985248,3275.062553540129,Official COVID-19 deaths,PRI,Males,NA
JAM,Jamaica,2020,b,"[0,45)",0,30.400000000000002,2068840,2.595979711658063,2.595979711658063,Official COVID-19 deaths,PRI,Both sexes,NA
JAM,Jamaica,2021,b,"[0,45)",0,261.6,2068840,12.644767115871698,12.644767115871698,Official COVID-19 deaths,PRI,Both sexes,NA
JAM,Jamaica,2020,b,"[45,55)",45,32.3,350123,16.298081912166104,16.298081912166104,Official COVID-19 deaths,PRI,Both sexes,NA
JAM,Jamaica,2021,b,"[45,55)",45,267.6,350123,76.430283071949,76.430283071949,Official COVID-19 deaths,PRI,Both sexes,NA
JAM,Jamaica,2020,b,"[55,65)",55,46.4,273393,29.98369868041001,29.98369868041001,Official COVID-19 deaths,PRI,Both sexes,NA
JAM,Jamaica,2021,b,"[55,65)",55,466.20000000000005,273393,170.5237515225335,170.5237515225335,Official COVID-19 deaths,PRI,Both sexes,NA
JAM,Jamaica,2020,b,"[65,75)",65,63.900000000000006,161135,70.05926707419246,70.05926707419246,Official COVID-19 deaths,PRI,Both sexes,NA
JAM,Jamaica,2021,b,"[65,75)",65,566.4,161135,351.5065007602321,351.5065007602321,Official COVID-19 deaths,PRI,Both sexes,NA
JAM,Jamaica,2020,b,"[75,85)",75,70.3,80894,153.5301340849342,153.5301340849342,Official COVID-19 deaths,PRI,Both sexes,NA
JAM,Jamaica,2021,b,"[75,85)",75,536.9,80894,663.7080624026503,663.7080624026503,Official COVID-19 deaths,PRI,Both sexes,NA
JAM,Jamaica,2020,b,(85+],85,54.6,26776,360.2479832685988,388.9990122142139,Official COVID-19 deaths,PRI,Both sexes,NA
JAM,Jamaica,2021,b,(85+],85,374.4,26776,1398.2671048700327,1509.8613951171642,Official COVID-19 deaths,PRI,Both sexes,NA
JPN,Japan,2020,b,"[0,45)",0,21.4,56518302,0.03934869750027966,0.03934869750027966,Official COVID-19 deaths,PRI,Both sexes,NA
JPN,Japan,2021,b,"[0,45)",0,206.9,56518302,0.3660761075235417,0.3660761075235417,Official COVID-19 deaths,PRI,Both sexes,NA
JPN,Japan,2020,b,"[45,55)",45,54.9,18663265,0.30569646402422396,0.30569646402422396,Official COVID-19 deaths,PRI,Both sexes,NA
JPN,Japan,2021,b,"[45,55)",45,531.1,18663265,2.8456971489179415,2.8456971489179415,Official COVID-19 deaths,PRI,Both sexes,NA
JPN,Japan,2020,b,"[55,65)",55,141.2,15379026,0.9541388050320012,0.9541388050320012,Official COVID-19 deaths,PRI,Both sexes,NA
JPN,Japan,2021,b,"[55,65)",55,1100.1,15379026,7.153248846838545,7.153248846838545,Official COVID-19 deaths,PRI,Both sexes,NA
JPN,Japan,2020,b,"[65,75)",65,481.6,17506431,2.8588709743853786,2.8588709743853786,Official COVID-19 deaths,PRI,Both sexes,NA
JPN,Japan,2021,b,"[65,75)",65,2612.1,17506431,14.920802532509338,14.920802532509338,Official COVID-19 deaths,PRI,Both sexes,NA
JPN,Japan,2020,b,"[75,85)",75,1088.4,12397106,9.123761246706906,9.123761246706906,Official COVID-19 deaths,PRI,Both sexes,NA
JPN,Japan,2021,b,"[75,85)",75,5964.6,12397106,48.11284181969567,48.11284181969567,Official COVID-19 deaths,PRI,Both sexes,NA
JPN,Japan,2020,b,(85+],85,1307.6,6012328,22.601535235146,22.98211223642634,Official COVID-19 deaths,PRI,Both sexes,NA
JPN,Japan,2021,b,(85+],85,7191.0999999999995,6012328,119.60591637715041,121.61990615778352,Official COVID-19 deaths,PRI,Both sexes,NA
JPN,Japan,2020,f,"[0,45)",0,6.4,27579365,0.024115785088441533,0.024115785088441533,Official COVID-19 deaths,PRI,Females,NA
JPN,Japan,2021,f,"[0,45)",0,49.6,27579365,0.1798446048340852,0.1798446048340852,Official COVID-19 deaths,PRI,Females,NA
JPN,Japan,2020,f,"[45,55)",45,11.899999999999999,9209776,0.13427760530404503,0.13427760530404503,Official COVID-19 deaths,PRI,Females,NA
JPN,Japan,2021,f,"[45,55)",45,100.19999999999999,9209776,1.087974343784257,1.087974343784257,Official COVID-19 deaths,PRI,Females,NA
JPN,Japan,2020,f,"[55,65)",55,20.7,7681015,0.2800640892627127,0.2800640892627127,Official COVID-19 deaths,PRI,Females,NA
JPN,Japan,2021,f,"[55,65)",55,223,7681015,2.903262133975783,2.903262133975783,Official COVID-19 deaths,PRI,Females,NA
JPN,Japan,2020,f,"[65,75)",65,109.4,9098019,1.249614845588159,1.249614845588159,Official COVID-19 deaths,PRI,Females,NA
JPN,Japan,2021,f,"[65,75)",65,695,9098019,7.639025594472819,7.639025594472819,Official COVID-19 deaths,PRI,Females,NA
JPN,Japan,2020,f,"[75,85)",75,356.2,7026501,5.268178677423946,5.268178677423946,Official COVID-19 deaths,PRI,Females,NA
JPN,Japan,2021,f,"[75,85)",75,2197.6000000000004,7026501,31.275879701717827,31.275879701717827,Official COVID-19 deaths,PRI,Females,NA
JPN,Japan,2020,f,(85+],85,702.8000000000001,4128737,17.68969019614777,17.856978428217854,Official COVID-19 deaths,PRI,Females,NA
JPN,Japan,2021,f,(85+],85,4012.5,4128737,97.18468383914984,98.10374198903659,Official COVID-19 deaths,PRI,Females,NA
JPN,Japan,2020,m,"[0,45)",0,15.1,28938937,0.05422506314846706,0.05422506314846706,Official COVID-19 deaths,PRI,Males,NA
JPN,Japan,2021,m,"[0,45)",0,157.29999999999998,28938937,0.5435583207496529,0.5435583207496529,Official COVID-19 deaths,PRI,Males,NA
JPN,Japan,2020,m,"[45,55)",45,42.9,9453489,0.47159681405644477,0.47159681405644477,Official COVID-19 deaths,PRI,Males,NA
JPN,Japan,2021,m,"[45,55)",45,430.9,9453489,4.558105478305417,4.558105478305417,Official COVID-19 deaths,PRI,Males,NA
JPN,Japan,2020,m,"[55,65)",55,120.6,7698011,1.6280752491092292,1.6280752491092292,Official COVID-19 deaths,PRI,Males,NA
JPN,Japan,2021,m,"[55,65)",55,877.1,7698011,11.393852256121743,11.393852256121743,Official COVID-19 deaths,PRI,Males,NA
JPN,Japan,2020,m,"[65,75)",65,372.20000000000005,8408412,4.600108539298176,4.600108539298176,Official COVID-19 deaths,PRI,Males,NA
JPN,Japan,2021,m,"[65,75)",65,1917.1,8408412,22.799786689805398,22.799786689805398,Official COVID-19 deaths,PRI,Males,NA
JPN,Japan,2020,m,"[75,85)",75,732.3,5370605,14.170054343203857,14.170054343203857,Official COVID-19 deaths,PRI,Males,NA
JPN,Japan,2021,m,"[75,85)",75,3767.1,5370605,70.14293547933613,70.14293547933613,Official COVID-19 deaths,PRI,Males,NA
JPN,Japan,2020,m,(85+],85,604.6999999999999,1883591,33.36253600119113,34.907644133511354,Official COVID-19 deaths,PRI,Males,NA
JPN,Japan,2021,m,(85+],85,3178.6,1883591,168.75213355765663,176.5674954922834,Official COVID-19 deaths,PRI,Males,NA
NLD,Netherlands,2020,b,"[0,45)",0,49.6,8906388,0.6559087452486662,0.6559087452486662,Official COVID-19 deaths,PRI,Both sexes,NA
NLD,Netherlands,2021,b,"[0,45)",0,102.5,8906388,1.1508593607195194,1.1508593607195194,Official COVID-19 deaths,PRI,Both sexes,NA
NLD,Netherlands,2020,b,"[45,55)",45,134.7,2420226,6.555035218474086,6.555035218474086,Official COVID-19 deaths,PRI,Both sexes,NA
NLD,Netherlands,2021,b,"[45,55)",45,257.29999999999995,2420226,10.631238570282276,10.631238570282276,Official COVID-19 deaths,PRI,Both sexes,NA
NLD,Netherlands,2020,b,"[55,65)",55,457.5,2375317,22.68469148889741,22.68469148889741,Official COVID-19 deaths,PRI,Both sexes,NA
NLD,Netherlands,2021,b,"[55,65)",55,886.5,2375317,37.3213343734752,37.3213343734752,Official COVID-19 deaths,PRI,Both sexes,NA
NLD,Netherlands,2020,b,"[65,75)",65,1759,1956993,105.86195817313148,105.86195817313148,Official COVID-19 deaths,PRI,Both sexes,NA
NLD,Netherlands,2021,b,"[65,75)",65,3201.5,1956993,163.5928181654201,163.5928181654201,Official COVID-19 deaths,PRI,Both sexes,NA
NLD,Netherlands,2020,b,"[75,85)",75,4451.3,1077499,486.556574272665,486.556574272665,Official COVID-19 deaths,PRI,Both sexes,NA
NLD,Netherlands,2021,b,"[75,85)",75,7463.6,1077499,692.6781370562758,692.6781370562758,Official COVID-19 deaths,PRI,Both sexes,NA
NLD,Netherlands,2020,b,(85+],85,5355.9,398450,1583.1497051072906,1690.6210379983304,Official COVID-19 deaths,PRI,Both sexes,NA
NLD,Netherlands,2021,b,(85+],85,9143.699999999999,398450,2294.817417492784,2450.5999602326756,Official COVID-19 deaths,PRI,Both sexes,NA
NLD,Netherlands,2020,f,"[0,45)",0,16.4,4368475,0.442157859563247,0.442157859563247,Official COVID-19 deaths,PRI,Females,NA
NLD,Netherlands,2021,f,"[0,45)",0,45.1,4368475,1.0323968890745627,1.0323968890745627,Official COVID-19 deaths,PRI,Females,NA
NLD,Netherlands,2020,f,"[45,55)",45,46.3,1208034,4.514037776346618,4.514037776346618,Official COVID-19 deaths,PRI,Females,NA
NLD,Netherlands,2021,f,"[45,55)",45,95.4,1208034,7.897128723198189,7.897128723198189,Official COVID-19 deaths,PRI,Females,NA
NLD,Netherlands,2020,f,"[55,65)",55,160.9,1182273,16.028822822177656,16.028822822177656,Official COVID-19 deaths,PRI,Females,NA
NLD,Netherlands,2021,f,"[55,65)",55,324.6,1182273,27.45558766883791,27.45558766883791,Official COVID-19 deaths,PRI,Females,NA
NLD,Netherlands,2020,f,"[65,75)",65,611.4,998193,72.13968975271649,72.13968975271649,Official COVID-19 deaths,PRI,Females,NA
NLD,Netherlands,2021,f,"[65,75)",65,1137.8,998193,113.98597265258321,113.98597265258321,Official COVID-19 deaths,PRI,Females,NA
NLD,Netherlands,2020,f,"[75,85)",75,1725.4,583005,348.56266717743034,348.56266717743034,Official COVID-19 deaths,PRI,Females,NA
NLD,Netherlands,2021,f,"[75,85)",75,2883.5,583005,494.5926707318119,494.5926707318119,Official COVID-19 deaths,PRI,Females,NA
NLD,Netherlands,2020,f,(85+],85,3010.9,257748,1375.828759529118,1471.9779520818515,Official COVID-19 deaths,PRI,Females,NA
NLD,Netherlands,2021,f,(85+],85,5077.5,257748,1969.9473904744168,2107.6163043226093,Official COVID-19 deaths,PRI,Females,NA
NLD,Netherlands,2020,m,"[0,45)",0,33.1,4537913,0.8590831169404183,0.8590831169404183,Official COVID-19 deaths,PRI,Males,NA
NLD,Netherlands,2021,m,"[0,45)",0,57.1,4537913,1.258287675413786,1.258287675413786,Official COVID-19 deaths,PRI,Males,NA
NLD,Netherlands,2020,m,"[45,55)",45,88.4,1212192,8.589031733880075,8.589031733880075,Official COVID-19 deaths,PRI,Males,NA
NLD,Netherlands,2021,m,"[45,55)",45,161.9,1212192,13.355970011351339,13.355970011351339,Official COVID-19 deaths,PRI,Males,NA
NLD,Netherlands,2020,m,"[55,65)",55,296.6,1193044,29.280469864387975,29.280469864387975,Official COVID-19 deaths,PRI,Males,NA
NLD,Netherlands,2021,m,"[55,65)",55,561.9,1193044,47.09801147317282,47.09801147317282,Official COVID-19 deaths,PRI,Males,NA
NLD,Netherlands,2020,m,"[65,75)",65,1147.6,958800,140.96973068187083,140.96973068187083,Official COVID-19 deaths,PRI,Males,NA
NLD,Netherlands,2021,m,"[65,75)",65,2063.6,958800,215.22736754276175,215.22736754276175,Official COVID-19 deaths,PRI,Males,NA
NLD,Netherlands,2020,m,"[75,85)",75,2725.9,494494,649.2504346755359,649.2504346755359,Official COVID-19 deaths,PRI,Males,NA
NLD,Netherlands,2021,m,"[75,85)",75,4580.1,494494,926.2195294583959,926.2195294583959,Official COVID-19 deaths,PRI,Males,NA
NLD,Netherlands,2020,m,(85+],85,2345.2999999999997,140702,1963.1861823017596,2104.168253893966,Official COVID-19 deaths,PRI,Males,NA
NLD,Netherlands,2021,m,(85+],85,4066.3,140702,2890.0086708078065,3097.548542982445,Official COVID-19 deaths,PRI,Males,NA
NZL,New Zealand,2020,b,"[0,45)",0,0,2808953,0,0,Official COVID-19 deaths,PRI,Both sexes,NA
NZL,New Zealand,2021,b,"[0,45)",0,3.5,2808953,0.1246015864273984,0.1246015864273984,Official COVID-19 deaths,PRI,Both sexes,NA
NZL,New Zealand,2020,b,"[45,55)",45,0.7,625440,0.1318183110201529,0.1318183110201529,Official COVID-19 deaths,PRI,Both sexes,NA
NZL,New Zealand,2021,b,"[45,55)",45,6,625440,0.9593246354566385,0.9593246354566385,Official COVID-19 deaths,PRI,Both sexes,NA
NZL,New Zealand,2020,b,"[55,65)",55,2.5,598523,0.4919517619948514,0.4919517619948514,Official COVID-19 deaths,PRI,Both sexes,NA
NZL,New Zealand,2021,b,"[55,65)",55,7.9,598523,1.3199158595409033,1.3199158595409033,Official COVID-19 deaths,PRI,Both sexes,NA
NZL,New Zealand,2020,b,"[65,75)",65,5,454105,1.2968121665449377,1.2968121665449377,Official COVID-19 deaths,PRI,Both sexes,NA
NZL,New Zealand,2021,b,"[65,75)",65,8.5,454105,1.871813787560146,1.871813787560146,Official COVID-19 deaths,PRI,Both sexes,NA
NZL,New Zealand,2020,b,"[75,85)",75,7.699999999999999,245546,3.693356393054209,3.693356393054209,Official COVID-19 deaths,PRI,Both sexes,NA
NZL,New Zealand,2021,b,"[75,85)",75,11,245546,4.4798123365886635,4.4798123365886635,Official COVID-19 deaths,PRI,Both sexes,NA
NZL,New Zealand,2020,b,(85+],85,9,89666,11.821649231592799,12.335649666572078,Official COVID-19 deaths,PRI,Both sexes,NA
NZL,New Zealand,2021,b,(85+],85,14.1,89666,15.725023977873441,16.40874153761003,Official COVID-19 deaths,PRI,Both sexes,NA
GBR_NIR,Northern Ireland,2020,b,"[0,45)",0,6.6000000000000005,1090000,0.8022935779816514,0.8022935779816514,Official COVID-19 deaths,PRI,Both sexes,NA
GBR_NIR,Northern Ireland,2021,b,"[0,45)",0,31.8,1090000,2.9174311926605507,2.9174311926605507,Official COVID-19 deaths,PRI,Both sexes,NA
GBR_NIR,Northern Ireland,2020,b,"[45,55)",45,26,254000,13.562992125984252,13.562992125984252,Official COVID-19 deaths,PRI,Both sexes,NA
GBR_NIR,Northern Ireland,2021,b,"[45,55)",45,78.5,254000,30.905511811023626,30.905511811023626,Official COVID-19 deaths,PRI,Both sexes,NA
GBR_NIR,Northern Ireland,2020,b,"[55,65)",55,88,237000,49.19831223628692,49.19831223628692,Official COVID-19 deaths,PRI,Both sexes,NA
GBR_NIR,Northern Ireland,2021,b,"[55,65)",55,228.39999999999998,237000,96.37130801687763,96.37130801687763,Official COVID-19 deaths,PRI,Both sexes,NA
GBR_NIR,Northern Ireland,2020,b,"[65,75)",65,207.7,173000,159.0765895953757,159.0765895953757,Official COVID-19 deaths,PRI,Both sexes,NA
GBR_NIR,Northern Ireland,2021,b,"[65,75)",65,511.40000000000003,173000,295.606936416185,295.606936416185,Official COVID-19 deaths,PRI,Both sexes,NA
GBR_NIR,Northern Ireland,2020,b,"[75,85)",75,398.8,108000,489.2685185185185,489.2685185185185,Official COVID-19 deaths,PRI,Both sexes,NA
GBR_NIR,Northern Ireland,2021,b,"[75,85)",75,913.5,108000,845.8333333333334,845.8333333333334,Official COVID-19 deaths,PRI,Both sexes,NA
GBR_NIR,Northern Ireland,2020,b,(85+],85,620.8,40000,2056.4,2206.492608843496,Official COVID-19 deaths,PRI,Both sexes,NA
GBR_NIR,Northern Ireland,2021,b,(85+],85,1216.4,40000,3041.0000000000005,3262.956634649422,Official COVID-19 deaths,PRI,Both sexes,NA
NOR,Norway,2020,b,"[0,45)",0,5,3069879,0.1876578707244615,0.1876578707244615,Official COVID-19 deaths,PRI,Both sexes,NA
NOR,Norway,2021,b,"[0,45)",0,18,3069879,0.5863423281503929,0.5863423281503929,Official COVID-19 deaths,PRI,Both sexes,NA
NOR,Norway,2020,b,"[45,55)",45,9.8,754898,1.4957390730702806,1.4957390730702806,Official COVID-19 deaths,PRI,Both sexes,NA
NOR,Norway,2021,b,"[45,55)",45,33.1,754898,4.3846983301055245,4.3846983301055245,Official COVID-19 deaths,PRI,Both sexes,NA
NOR,Norway,2020,b,"[55,65)",55,25.9,646305,4.617217002471911,4.617217002471911,Official COVID-19 deaths,PRI,Both sexes,NA
NOR,Norway,2021,b,"[55,65)",55,89.3,646305,13.817005902785835,13.817005902785835,Official COVID-19 deaths,PRI,Both sexes,NA
NOR,Norway,2020,b,"[65,75)",65,65.9,541753,14.015291261804775,14.015291261804775,Official COVID-19 deaths,PRI,Both sexes,NA
NOR,Norway,2021,b,"[65,75)",65,226,541753,41.7164279662503,41.7164279662503,Official COVID-19 deaths,PRI,Both sexes,NA
NOR,Norway,2020,b,"[75,85)",75,121.8,292937,47.90613087752508,47.90613087752508,Official COVID-19 deaths,PRI,Both sexes,NA
NOR,Norway,2021,b,"[75,85)",75,375,292937,128.01387329016137,128.01387329016137,Official COVID-19 deaths,PRI,Both sexes,NA
NOR,Norway,2020,b,(85+],85,207.6,115470,207.14584251132425,212.9364554471763,Official COVID-19 deaths,PRI,Both sexes,NA
NOR,Norway,2021,b,(85+],85,563.6,115470,488.0921451459254,501.7364097630888,Official COVID-19 deaths,PRI,Both sexes,NA
NOR,Norway,2020,f,"[0,45)",0,2.6,1490424,0.20099328606578018,0.20099328606578018,Official COVID-19 deaths,PRI,Females,NA
NOR,Norway,2021,f,"[0,45)",0,7.7,1490424,0.516631508886062,0.516631508886062,Official COVID-19 deaths,PRI,Females,NA
NOR,Norway,2020,f,"[45,55)",45,2,365672,0.6301679718673994,0.6301679718673994,Official COVID-19 deaths,PRI,Females,NA
NOR,Norway,2021,f,"[45,55)",45,9.100000000000001,365672,2.4885689907895605,2.4885689907895605,Official COVID-19 deaths,PRI,Females,NA
NOR,Norway,2020,f,"[55,65)",55,5.6000000000000005,316886,2.036118324269131,2.036118324269131,Official COVID-19 deaths,PRI,Females,NA
NOR,Norway,2021,f,"[55,65)",55,22.8,316886,7.195016504358033,7.195016504358033,Official COVID-19 deaths,PRI,Females,NA
NOR,Norway,2020,f,"[65,75)",65,18.799999999999997,273605,7.916839811120918,7.916839811120918,Official COVID-19 deaths,PRI,Females,NA
NOR,Norway,2021,f,"[65,75)",65,78.8,273605,28.800643263098262,28.800643263098262,Official COVID-19 deaths,PRI,Females,NA
NOR,Norway,2020,f,"[75,85)",75,47.8,159459,34.537977187539276,34.537977187539276,Official COVID-19 deaths,PRI,Females,NA
NOR,Norway,2021,f,"[75,85)",75,147,159459,92.18670630067916,92.18670630067916,Official COVID-19 deaths,PRI,Females,NA
NOR,Norway,2020,f,(85+],85,129.7,75213,198.68500993410598,203.83357112680534,Official COVID-19 deaths,PRI,Females,NA
NOR,Norway,2021,f,(85+],85,316,75213,420.1401353489423,431.02730392331245,Official COVID-19 deaths,PRI,Females,NA
NOR,Norway,2020,m,"[0,45)",0,2.4,1579455,0.17507414844388397,0.17507414844388397,Official COVID-19 deaths,PRI,Males,NA
NOR,Norway,2021,m,"[0,45)",0,10.2,1579455,0.6457923777505532,0.6457923777505532,Official COVID-19 deaths,PRI,Males,NA
NOR,Norway,2020,m,"[45,55)",45,7.8,389226,2.3089301644132534,2.3089301644132534,Official COVID-19 deaths,PRI,Males,NA
NOR,Norway,2021,m,"[45,55)",45,24,389226,6.166083457939603,6.166083457939603,Official COVID-19 deaths,PRI,Males,NA
NOR,Norway,2020,m,"[55,65)",55,20.3,329419,7.100115790158614,7.100115790158614,Official COVID-19 deaths,PRI,Males,NA
NOR,Norway,2021,m,"[55,65)",55,66.6,329419,20.217413081819807,20.217413081819807,Official COVID-19 deaths,PRI,Males,NA
NOR,Norway,2020,m,"[65,75)",65,47.1,268148,20.237850479715615,20.237850479715615,Official COVID-19 deaths,PRI,Males,NA
NOR,Norway,2021,m,"[65,75)",65,147.2,268148,54.89505795307069,54.89505795307069,Official COVID-19 deaths,PRI,Males,NA
NOR,Norway,2020,m,"[75,85)",75,74,133478,63.876346338136166,63.876346338136166,Official COVID-19 deaths,PRI,Males,NA
NOR,Norway,2021,m,"[75,85)",75,228,133478,170.8146660872953,170.8146660872953,Official COVID-19 deaths,PRI,Males,NA
NOR,Norway,2020,m,(85+],85,77.7,40257,222.38098478147467,230.62844622956624,Official COVID-19 deaths,PRI,Males,NA
NOR,Norway,2021,m,(85+],85,247.5,40257,614.7999105745585,637.6010442494382,Official COVID-19 deaths,PRI,Males,NA
PER,Peru,2020,b,"[0,45)",0,7824,23487781,40.12453810074113,40.12453810074113,Official COVID-19 deaths,PRI,Both sexes,NA
PER,Peru,2021,b,"[0,45)",0,17587,23487781,74.87723084611527,74.87723084611527,Official COVID-19 deaths,PRI,Both sexes,NA
PER,Peru,2020,b,"[45,55)",45,10847,3837964,340.43322306969384,340.43322306969384,Official COVID-19 deaths,PRI,Both sexes,NA
PER,Peru,2021,b,"[45,55)",45,24962,3837964,650.3969292051723,650.3969292051723,Official COVID-19 deaths,PRI,Both sexes,NA
PER,Peru,2020,b,"[55,65)",55,20393,2769221,887.0471318304119,887.0471318304119,Official COVID-19 deaths,PRI,Both sexes,NA
PER,Peru,2021,b,"[55,65)",55,44480,2769221,1606.2278886372737,1606.2278886372737,Official COVID-19 deaths,PRI,Both sexes,NA
PER,Peru,2020,b,"[65,75)",65,25275,1761246,1728.5993190977501,1728.5993190977501,Official COVID-19 deaths,PRI,Both sexes,NA
PER,Peru,2021,b,"[65,75)",65,52695,1761246,2991.9159504123786,2991.9159504123786,Official COVID-19 deaths,PRI,Both sexes,NA
PER,Peru,2020,b,"[75,85)",75,20070,868706,2782.9009207634426,2782.9009207634426,Official COVID-19 deaths,PRI,Both sexes,NA
PER,Peru,2021,b,"[75,85)",75,41693,868706,4799.437324019864,4799.437324019864,Official COVID-19 deaths,PRI,Both sexes,NA
PER,Peru,2020,b,(85+],85,10481,246928,5112.761982882018,5691.70250633164,Official COVID-19 deaths,PRI,Both sexes,NA
PER,Peru,2021,b,(85+],85,21805,246928,8830.509298256982,9830.426699570835,Official COVID-19 deaths,PRI,Both sexes,NA
PER,Peru,2020,f,"[0,45)",0,2760,11788240,28.202220641465175,28.202220641465175,Official COVID-19 deaths,PRI,Females,NA
PER,Peru,2021,f,"[0,45)",0,6043,11788240,51.262953587643274,51.262953587643274,Official COVID-19 deaths,PRI,Females,NA
PER,Peru,2020,f,"[45,55)",45,3246,1889995,206.87644916809543,206.87644916809543,Official COVID-19 deaths,PRI,Females,NA
PER,Peru,2021,f,"[45,55)",45,7777,1889995,411.48257005970913,411.48257005970913,Official COVID-19 deaths,PRI,Females,NA
PER,Peru,2020,f,"[55,65)",55,6869,1394201,593.4598187257595,593.4598187257595,Official COVID-19 deaths,PRI,Females,NA
PER,Peru,2021,f,"[55,65)",55,15521,1394201,1113.2541147223392,1113.2541147223392,Official COVID-19 deaths,PRI,Females,NA
PER,Peru,2020,f,"[65,75)",65,9074,907114,1204.925230406041,1204.925230406041,Official COVID-19 deaths,PRI,Females,NA
PER,Peru,2021,f,"[65,75)",65,19481,907114,2147.580127745796,2147.580127745796,Official COVID-19 deaths,PRI,Females,NA
PER,Peru,2020,f,"[75,85)",75,7523,463781,1953.8953632308037,1953.8953632308037,Official COVID-19 deaths,PRI,Females,NA
PER,Peru,2021,f,"[75,85)",75,15734,463781,3392.549500734183,3392.549500734183,Official COVID-19 deaths,PRI,Females,NA
PER,Peru,2020,f,(85+],85,4350,149909,3495.3023015781087,3960.7174649723443,Official COVID-19 deaths,PRI,Females,NA
PER,Peru,2021,f,(85+],85,9294,149909,6199.7611884543285,7025.287170921408,Official COVID-19 deaths,PRI,Females,NA
PER,Peru,2020,m,"[0,45)",0,5064,11699541,52.13724351936697,52.13724351936697,Official COVID-19 deaths,PRI,Males,NA
PER,Peru,2021,m,"[0,45)",0,11544,11699541,98.67053758775666,98.67053758775666,Official COVID-19 deaths,PRI,Males,NA
PER,Peru,2020,m,"[45,55)",45,7601,1947969,470.0151799130274,470.0151799130274,Official COVID-19 deaths,PRI,Males,NA
PER,Peru,2021,m,"[45,55)",45,17185,1947969,882.2008974475467,882.2008974475467,Official COVID-19 deaths,PRI,Males,NA
PER,Peru,2020,m,"[55,65)",55,13524,1375020,1184.7298750034709,1184.7298750034709,Official COVID-19 deaths,PRI,Males,NA
PER,Peru,2021,m,"[55,65)",55,28959,1375020,2106.078457040625,2106.078457040625,Official COVID-19 deaths,PRI,Males,NA
PER,Peru,2020,m,"[65,75)",65,16201,854132,2284.7570292520254,2284.7570292520254,Official COVID-19 deaths,PRI,Males,NA
PER,Peru,2021,m,"[65,75)",65,33214,854132,3888.6261139964317,3888.6261139964317,Official COVID-19 deaths,PRI,Males,NA
PER,Peru,2020,m,"[75,85)",75,12547,404925,3732.4027457385478,3732.4027457385478,Official COVID-19 deaths,PRI,Males,NA
PER,Peru,2021,m,"[75,85)",75,25959,404925,6410.816817929246,6410.816817929246,Official COVID-19 deaths,PRI,Males,NA
PER,Peru,2020,m,(85+],85,6131,97019,7611.981345734528,8264.245852912905,Official COVID-19 deaths,PRI,Males,NA
