iso3c,Country,Year,Sex,Age_Int,Age_Lower,Deaths,Population,mr,mra,source,Age_Int_cut,Sex_name,asmr
HRV,Croatia,2020,b,"[75,85)",75,2304.2794132737545,289811,795.0972921227125,795.0972921227125,Excess deaths,PRI,Both sexes,NA
HRV,Croatia,2021,b,"[75,85)",75,3608.0907211258054,289811,1244.9805980883423,1244.9805980883423,Excess deaths,PRI,Both sexes,NA
HRV,Croatia,2020,f,(85+],85,1277.5000000000018,74138,1723.1379319647167,2004.2784498541948,Excess deaths,PRI,Females,NA
HRV,Croatia,2021,f,(85+],85,1933.800000000001,74138,2608.378968949798,3033.9519892978783,Excess deaths,PRI,Females,NA
HRV,Croatia,2020,f,"[0,45)",0,39.500000000000114,1022980,3.8612680599816334,3.8612680599816334,Excess deaths,PRI,Females,NA
HRV,Croatia,2021,f,"[0,45)",0,86.40000000000009,1022980,8.445912921073734,8.445912921073734,Excess deaths,PRI,Females,NA
HRV,Croatia,2020,f,"[45,55)",45,57.60000000000002,276283,20.84818827072242,20.84818827072242,Excess deaths,PRI,Females,NA
HRV,Croatia,2021,f,"[45,55)",45,203.00000000000006,276283,73.47538574577518,73.47538574577518,Excess deaths,PRI,Females,NA
HRV,Croatia,2020,f,"[55,65)",55,138.10000000000036,306347,45.07959927794311,45.07959927794311,Excess deaths,PRI,Females,NA
HRV,Croatia,2021,f,"[55,65)",55,322.2000000000003,306347,105.1748507411531,105.1748507411531,Excess deaths,PRI,Females,NA
HRV,Croatia,2020,f,"[65,75)",65,738.6000000000004,264295,279.46045138954594,279.46045138954594,Excess deaths,PRI,Females,NA
HRV,Croatia,2021,f,"[65,75)",65,1504.2000000000003,264295,569.1367600597819,569.1367600597819,Excess deaths,PRI,Females,NA
HRV,Croatia,2020,f,"[75,85)",75,1111.7000000000007,181933,611.0491224791548,611.0491224791548,Excess deaths,PRI,Females,NA
HRV,Croatia,2021,f,"[75,85)",75,1622.6000000000004,181933,891.8667861245625,891.8667861245625,Excess deaths,PRI,Females,NA
HRV,Croatia,2020,m,(85+],85,668.1809641579284,26147,2555.478502917843,2837.405351993345,Excess deaths,PRI,Males,NA
HRV,Croatia,2021,m,(85+],85,1087.7579575050377,26147,4160.163527383783,4619.123285243207,Excess deaths,PRI,Males,NA
HRV,Croatia,2020,m,"[0,45)",0,-34.11941225792225,1070530,-3.1871514350762937,-3.1871514350762937,Excess deaths,PRI,Males,NA
HRV,Croatia,2021,m,"[0,45)",0,12.033769189288137,1070530,1.124094531614073,1.124094531614073,Excess deaths,PRI,Males,NA
HRV,Croatia,2020,m,"[45,55)",45,137.2266733063973,273596,50.156681130717296,50.156681130717296,Excess deaths,PRI,Males,NA
HRV,Croatia,2021,m,"[45,55)",45,369.1345213808147,273596,134.91956073217983,134.91956073217983,Excess deaths,PRI,Males,NA
HRV,Croatia,2020,m,"[55,65)",55,316.03539575780997,283070,111.64566918352703,111.64566918352703,Excess deaths,PRI,Males,NA
HRV,Croatia,2021,m,"[55,65)",55,617.7733138523067,283070,218.240475448584,218.240475448584,Excess deaths,PRI,Males,NA
HRV,Croatia,2020,m,"[65,75)",65,1255.7691099108288,218071,575.8533275450787,575.8533275450787,Excess deaths,PRI,Males,NA
HRV,Croatia,2021,m,"[65,75)",65,2161.271511530602,218071,991.0861652996509,991.0861652996509,Excess deaths,PRI,Males,NA
HRV,Croatia,2020,m,"[75,85)",75,1192.7072691249587,107878,1105.60750952461,1105.60750952461,Excess deaths,PRI,Males,NA
HRV,Croatia,2021,m,"[75,85)",75,1985.6289265419528,107878,1840.6245263556543,1840.6245263556543,Excess deaths,PRI,Males,NA
HUN,Hungary,2020,b,(85+],85,2887.254665163018,191392,1508.5555640585908,1650.9650839801213,Excess deaths,PRI,Both sexes,NA
HUN,Hungary,2021,b,(85+],85,2408.905273444223,191392,1258.6238053023235,1377.439456608325,Excess deaths,PRI,Both sexes,NA
HUN,Hungary,2020,b,"[0,45)",0,243.81294373498758,5101289,4.7794379760681585,4.7794379760681585,Excess deaths,PRI,Both sexes,NA
HUN,Hungary,2021,b,"[0,45)",0,925.7095528732652,5101289,18.14658124394178,18.14658124394178,Excess deaths,PRI,Both sexes,NA
HUN,Hungary,2020,b,"[45,55)",45,840.4715592416369,1421680,59.11819532114378,59.11819532114378,Excess deaths,PRI,Both sexes,NA
HUN,Hungary,2021,b,"[45,55)",45,2457.525534882385,1421680,172.86066730082612,172.86066730082612,Excess deaths,PRI,Both sexes,NA
HUN,Hungary,2020,b,"[55,65)",55,839.5201107808134,1189556,70.57424037042504,70.57424037042504,Excess deaths,PRI,Both sexes,NA
HUN,Hungary,2021,b,"[55,65)",55,3477.7150440322075,1189556,292.35404167876146,292.35404167876146,Excess deaths,PRI,Both sexes,NA
HUN,Hungary,2020,b,"[65,75)",65,4219.9021621381,1145884,368.2660864571021,368.2660864571021,Excess deaths,PRI,Both sexes,NA
HUN,Hungary,2021,b,"[65,75)",65,9038.658743115651,1145884,788.7935203838828,788.7935203838828,Excess deaths,PRI,Both sexes,NA
HUN,Hungary,2020,b,"[75,85)",75,5428.138558941457,610549,889.0586273896864,889.0586273896864,Excess deaths,PRI,Both sexes,NA
HUN,Hungary,2021,b,"[75,85)",75,8152.885851652289,610549,1335.336861030366,1335.336861030366,Excess deaths,PRI,Both sexes,NA
HUN,Hungary,2020,f,(85+],85,1889.766519405537,141001,1340.2504375185545,1501.750813604219,Excess deaths,PRI,Females,NA
HUN,Hungary,2021,f,(85+],85,1458.2328291832164,141001,1034.2003455175611,1158.8216402199537,Excess deaths,PRI,Females,NA
HUN,Hungary,2020,f,"[0,45)",0,83.57180784270918,2500032,3.3428295254904405,3.3428295254904405,Excess deaths,PRI,Females,NA
HUN,Hungary,2021,f,"[0,45)",0,301.9040726969092,2500032,12.076008334969682,12.076008334969682,Excess deaths,PRI,Females,NA
HUN,Hungary,2020,f,"[45,55)",45,318.0572292636316,714799,44.49603724454449,44.49603724454449,Excess deaths,PRI,Females,NA
HUN,Hungary,2021,f,"[45,55)",45,900.2447499659261,714799,125.94376180799442,125.94376180799442,Excess deaths,PRI,Females,NA
HUN,Hungary,2020,f,"[55,65)",55,345.4968053825478,638859,54.08029085957117,54.08029085957117,Excess deaths,PRI,Females,NA
HUN,Hungary,2021,f,"[55,65)",55,1489.9682380424138,638859,233.22333066332536,233.22333066332536,Excess deaths,PRI,Females,NA
HUN,Hungary,2020,f,"[65,75)",65,2051.3046859306196,666249,307.8885950944196,307.8885950944196,Excess deaths,PRI,Females,NA
HUN,Hungary,2021,f,"[65,75)",65,3970.2874616878053,666249,595.9164609159346,595.9164609159346,Excess deaths,PRI,Females,NA
HUN,Hungary,2020,f,"[75,85)",75,2740.402952174958,401122,683.1844057855111,683.1844057855111,Excess deaths,PRI,Females,NA
HUN,Hungary,2021,f,"[75,85)",75,4133.7626484237335,401122,1030.5499694416496,1030.5499694416496,Excess deaths,PRI,Females,NA
HUN,Hungary,2020,m,(85+],85,996.5105560757274,50391,1977.556619387842,2119.3779537973605,Excess deaths,PRI,Males,NA
HUN,Hungary,2021,m,(85+],85,950.8208582458519,50391,1886.8862658924252,2022.2051364038011,Excess deaths,PRI,Males,NA
HUN,Hungary,2020,m,"[0,45)",0,160.35447301850536,2601257,6.164499433101202,6.164499433101202,Excess deaths,PRI,Males,NA
HUN,Hungary,2021,m,"[0,45)",0,623.8270764785475,2601257,23.981754839239162,23.981754839239162,Excess deaths,PRI,Males,NA
HUN,Hungary,2020,m,"[45,55)",45,522.667574273145,706881,73.93996645448739,73.93996645448739,Excess deaths,PRI,Males,NA
HUN,Hungary,2021,m,"[45,55)",45,1557.3156755341206,706881,220.30803990121683,220.30803990121683,Excess deaths,PRI,Males,NA
HUN,Hungary,2020,m,"[55,65)",55,494.49511425961646,550697,89.7944085875929,89.7944085875929,Excess deaths,PRI,Males,NA
HUN,Hungary,2021,m,"[55,65)",55,1987.7208417980419,550697,360.94637192467763,360.94637192467763,Excess deaths,PRI,Males,NA
HUN,Hungary,2020,m,"[65,75)",65,2169.1614981344173,479635,452.2525458180528,452.2525458180528,Excess deaths,PRI,Males,NA
HUN,Hungary,2021,m,"[65,75)",65,5068.30431124126,479635,1056.7002640010132,1056.7002640010132,Excess deaths,PRI,Males,NA
HUN,Hungary,2020,m,"[75,85)",75,2687.310784238596,209427,1283.1730312894688,1283.1730312894688,Excess deaths,PRI,Males,NA
HUN,Hungary,2021,m,"[75,85)",75,4019.0112367021866,209427,1919.0511427381314,1919.0511427381314,Excess deaths,PRI,Males,NA
ISL,Iceland,2020,b,(85+],85,6.7000000000000455,6626,101.11681255659592,107.06392328853795,Excess deaths,PRI,Both sexes,NA
ISL,Iceland,2021,b,(85+],85,22.800000000000068,6626,344.09900392393706,364.336932981889,Excess deaths,PRI,Both sexes,NA
ISL,Iceland,2020,b,"[0,45)",0,16.40000000000002,204263,8.028864747898552,8.028864747898552,Excess deaths,PRI,Both sexes,NA
ISL,Iceland,2021,b,"[0,45)",0,13.000000000000014,204263,6.364344007480559,6.364344007480559,Excess deaths,PRI,Both sexes,NA
ISL,Iceland,2020,b,"[45,55)",45,5.400000000000006,41876,12.89521444264019,12.89521444264019,Excess deaths,PRI,Both sexes,NA
ISL,Iceland,2021,b,"[45,55)",45,-6.799999999999997,41876,-16.238418187028362,-16.238418187028362,Excess deaths,PRI,Both sexes,NA
ISL,Iceland,2020,b,"[55,65)",55,-12.900000000000034,41796,-30.864197530864278,-30.864197530864278,Excess deaths,PRI,Both sexes,NA
ISL,Iceland,2021,b,"[55,65)",55,-17.400000000000006,41796,-41.630778064886606,-41.630778064886606,Excess deaths,PRI,Both sexes,NA
ISL,Iceland,2020,b,"[65,75)",65,33.700000000000045,31066,108.4787227193718,108.4787227193718,Excess deaths,PRI,Both sexes,NA
ISL,Iceland,2021,b,"[65,75)",65,49.60000000000002,31066,159.66007854245808,159.66007854245808,Excess deaths,PRI,Both sexes,NA
ISL,Iceland,2020,b,"[75,85)",75,32.299999999999955,15623,206.74646354733378,206.74646354733378,Excess deaths,PRI,Both sexes,NA
ISL,Iceland,2021,b,"[75,85)",75,1.6000000000000227,15623,10.241310887793784,10.241310887793784,Excess deaths,PRI,Both sexes,NA
ISL,Iceland,2020,f,(85+],85,14.100000000000023,4053,347.8904515173951,372.0158284287519,Excess deaths,PRI,Females,NA
ISL,Iceland,2021,f,(85+],85,14,4053,345.42314335060445,369.3774182980509,Excess deaths,PRI,Females,NA
ISL,Iceland,2020,f,"[0,45)",0,9.700000000000006,100040,9.696121551379456,9.696121551379456,Excess deaths,PRI,Females,NA
ISL,Iceland,2021,f,"[0,45)",0,6.400000000000006,100040,6.397441023590569,6.397441023590569,Excess deaths,PRI,Females,NA
ISL,Iceland,2020,f,"[45,55)",45,-0.19999999999999574,20890,-0.9573958831976819,-0.9573958831976819,Excess deaths,PRI,Females,NA
ISL,Iceland,2021,f,"[45,55)",45,-7.799999999999997,20890,-37.338439444710374,-37.338439444710374,Excess deaths,PRI,Females,NA
ISL,Iceland,2020,f,"[55,65)",55,9.099999999999994,21104,43.11978771796813,43.11978771796813,Excess deaths,PRI,Females,NA
ISL,Iceland,2021,f,"[55,65)",55,9.599999999999994,21104,45.489006823351,45.489006823351,Excess deaths,PRI,Females,NA
ISL,Iceland,2020,f,"[65,75)",65,23.400000000000006,15438,151.57403808783525,151.57403808783525,Excess deaths,PRI,Females,NA
ISL,Iceland,2021,f,"[65,75)",65,40.19999999999999,15438,260.3964244073066,260.3964244073066,Excess deaths,PRI,Females,NA
ISL,Iceland,2020,f,"[75,85)",75,-11.199999999999989,8320,-134.61538461538447,-134.61538461538447,Excess deaths,PRI,Females,NA
ISL,Iceland,2021,f,"[75,85)",75,-10.600000000000023,8320,-127.40384615384643,-127.40384615384643,Excess deaths,PRI,Females,NA
ISL,Iceland,2020,m,(85+],85,-7.399999999999977,2573,-287.6020209871736,-299.7107747266673,Excess deaths,PRI,Males,NA
ISL,Iceland,2021,m,(85+],85,8.800000000000011,2573,342.0132141469107,356.4128131884708,Excess deaths,PRI,Males,NA
ISL,Iceland,2020,m,"[0,45)",0,6.700000000000017,104223,6.4285234545158145,6.4285234545158145,Excess deaths,PRI,Males,NA
ISL,Iceland,2021,m,"[0,45)",0,6.6000000000000085,104223,6.332575343254376,6.332575343254376,Excess deaths,PRI,Males,NA
ISL,Iceland,2020,m,"[45,55)",45,5.599999999999994,20986,26.684456304202772,26.684456304202772,Excess deaths,PRI,Males,NA
ISL,Iceland,2021,m,"[45,55)",45,0.9999999999999929,20986,4.765081482893324,4.765081482893324,Excess deaths,PRI,Males,NA
ISL,Iceland,2020,m,"[55,65)",55,-22,20692,-106.32128358786005,-106.32128358786005,Excess deaths,PRI,Males,NA
ISL,Iceland,2021,m,"[55,65)",55,-26.99999999999997,20692,-130.48521167600992,-130.48521167600992,Excess deaths,PRI,Males,NA
ISL,Iceland,2020,m,"[65,75)",65,10.300000000000011,15628,65.90734578960847,65.90734578960847,Excess deaths,PRI,Males,NA
ISL,Iceland,2021,m,"[65,75)",65,9.400000000000006,15628,60.14845149731256,60.14845149731256,Excess deaths,PRI,Males,NA
ISL,Iceland,2020,m,"[75,85)",75,43.50000000000006,7303,595.645625085582,595.645625085582,Excess deaths,PRI,Males,NA
ISL,Iceland,2021,m,"[75,85)",75,12.200000000000045,7303,167.05463508147398,167.05463508147398,Excess deaths,PRI,Males,NA
ITA,Italy,2020,b,(85+],85,53567.00000000006,2226156,2406.2554466084166,2515.085548822091,Excess deaths,PRI,Both sexes,NA
ITA,Italy,2020,b,"[0,45)",0,107.59999999999854,28019297,0.3840210552034855,0.3840210552034855,Excess deaths,PRI,Both sexes,NA
ITA,Italy,2020,b,"[45,55)",45,2008.3000000000065,9741266,20.61641679839157,20.61641679839157,Excess deaths,PRI,Both sexes,NA
ITA,Italy,2020,b,"[55,65)",55,6482.9000000000015,8612513,75.27303587234064,75.27303587234064,Excess deaths,PRI,Both sexes,NA
ITA,Italy,2020,b,"[65,75)",65,19632.500000000015,6923093,283.5798970200171,283.5798970200171,Excess deaths,PRI,Both sexes,NA
ITA,Italy,2020,b,"[75,85)",75,39438.50000000003,4939503,798.4305303590266,798.4305303590266,Excess deaths,PRI,Both sexes,NA
ITA,Italy,2020,f,(85+],85,33464.29999999999,1492973,2241.453797222052,2352.5806402680537,Excess deaths,PRI,Females,NA
ITA,Italy,2020,f,"[0,45)",0,20.50000000000091,13721263,0.14940315625464587,0.14940315625464587,Excess deaths,PRI,Females,NA
ITA,Italy,2020,f,"[45,55)",45,645.1999999999989,4919730,13.114540838623235,13.114540838623235,Excess deaths,PRI,Females,NA
ITA,Italy,2020,f,"[55,65)",55,1692.100000000004,4434584,38.15690490923171,38.15690490923171,Excess deaths,PRI,Females,NA
ITA,Italy,2020,f,"[65,75)",65,5826.600000000002,3656733,159.33895091602264,159.33895091602264,Excess deaths,PRI,Females,NA
ITA,Italy,2020,f,"[75,85)",75,16400.300000000003,2798820,585.9719453198135,585.9719453198135,Excess deaths,PRI,Females,NA
ITA,Italy,2020,m,(85+],85,20102.70000000001,733183,2741.839349793982,2876.0342129081673,Excess deaths,PRI,Males,NA
ITA,Italy,2020,m,"[0,45)",0,87.10000000000036,14298034,0.609174659956749,0.609174659956749,Excess deaths,PRI,Males,NA
ITA,Italy,2020,m,"[45,55)",45,1363.0999999999985,4821536,28.27107378229673,28.27107378229673,Excess deaths,PRI,Males,NA
ITA,Italy,2020,m,"[55,65)",55,4790.800000000007,4177929,114.6692535943049,114.6692535943049,Excess deaths,PRI,Males,NA
ITA,Italy,2020,m,"[65,75)",65,13805.900000000001,3266360,422.6692709927871,422.6692709927871,Excess deaths,PRI,Males,NA
ITA,Italy,2020,m,"[75,85)",75,23038.20000000001,2140683,1076.207920556197,1076.207920556197,Excess deaths,PRI,Males,NA
LTU,Lithuania,2020,b,(85+],85,1387.8999999999978,88429,1569.5077406733062,1654.3610560905427,Excess deaths,PRI,Both sexes,NA
LTU,Lithuania,2021,b,(85+],85,2452.399999999998,88429,2773.298352350471,2923.232980730924,Excess deaths,PRI,Both sexes,NA
LTU,Lithuania,2020,b,"[0,45)",0,266.6999999999998,1359138,19.62273146656188,19.62273146656188,Excess deaths,PRI,Both sexes,NA
LTU,Lithuania,2021,b,"[0,45)",0,452.7999999999997,1359138,33.315233626018824,33.315233626018824,Excess deaths,PRI,Both sexes,NA
LTU,Lithuania,2020,b,"[45,55)",45,713.6999999999998,379584,188.02162367223062,188.02162367223062,Excess deaths,PRI,Both sexes,NA
LTU,Lithuania,2021,b,"[45,55)",45,923.1999999999996,379584,243.2136233350193,243.2136233350193,Excess deaths,PRI,Both sexes,NA
LTU,Lithuania,2020,b,"[55,65)",55,1161.0999999999995,422287,274.9551845072189,274.9551845072189,Excess deaths,PRI,Both sexes,NA
LTU,Lithuania,2021,b,"[55,65)",55,1434.999999999999,422287,339.81628608031957,339.81628608031957,Excess deaths,PRI,Both sexes,NA
LTU,Lithuania,2020,b,"[65,75)",65,1682.9000000000005,274685,612.6654167500958,612.6654167500958,Excess deaths,PRI,Both sexes,NA
LTU,Lithuania,2021,b,"[65,75)",65,2389.6000000000004,274685,869.9419334874494,869.9419334874494,Excess deaths,PRI,Both sexes,NA
LTU,Lithuania,2020,b,"[75,85)",75,1937.2000000000007,198168,977.5543982883213,977.5543982883213,Excess deaths,PRI,Both sexes,NA
LTU,Lithuania,2021,b,"[75,85)",75,2916.800000000003,198168,1471.882443179526,1471.882443179526,Excess deaths,PRI,Both sexes,NA
LTU,Lithuania,2020,f,(85+],85,1011.3000000000029,68523,1475.8548224683725,1583.3550690417235,Excess deaths,PRI,Females,NA
LTU,Lithuania,2021,f,(85+],85,1660.0000000000036,68523,2422.5442552135833,2599.0007066244034,Excess deaths,PRI,Females,NA
LTU,Lithuania,2020,f,"[0,45)",0,40.10000000000002,660117,6.074680700542483,6.074680700542483,Excess deaths,PRI,Females,NA
LTU,Lithuania,2021,f,"[0,45)",0,127.40000000000003,660117,19.299609008706035,19.299609008706035,Excess deaths,PRI,Females,NA
LTU,Lithuania,2020,f,"[45,55)",45,176.70000000000005,197394,89.51639867473178,89.51639867473178,Excess deaths,PRI,Females,NA
LTU,Lithuania,2021,f,"[45,55)",45,245,197394,124.11724773802649,124.11724773802649,Excess deaths,PRI,Females,NA
LTU,Lithuania,2020,f,"[55,65)",55,323.0999999999997,233450,138.40222745769958,138.40222745769958,Excess deaths,PRI,Females,NA
LTU,Lithuania,2021,f,"[55,65)",55,516.7999999999997,233450,221.37502677232803,221.37502677232803,Excess deaths,PRI,Females,NA
LTU,Lithuania,2020,f,"[65,75)",65,585.7000000000003,169837,344.8600717158218,344.8600717158218,Excess deaths,PRI,Females,NA
LTU,Lithuania,2021,f,"[65,75)",65,982.4000000000001,169837,578.4369719201352,578.4369719201352,Excess deaths,PRI,Females,NA
LTU,Lithuania,2020,f,"[75,85)",75,1031.6000000000022,132983,775.738252257809,775.738252257809,Excess deaths,PRI,Females,NA
LTU,Lithuania,2021,f,"[75,85)",75,1846.0000000000018,132983,1388.1473571809945,1388.1473571809945,Excess deaths,PRI,Females,NA
LTU,Lithuania,2020,m,(85+],85,376.5999999999999,19906,1891.8918918918912,1989.189448914733,Excess deaths,PRI,Males,NA
LTU,Lithuania,2021,m,(85+],85,792.4000000000001,19906,3980.7093338691852,4185.432074668176,Excess deaths,PRI,Males,NA
LTU,Lithuania,2020,m,"[0,45)",0,226.60000000000036,699021,32.41676573379059,32.41676573379059,Excess deaths,PRI,Males,NA
LTU,Lithuania,2021,m,"[0,45)",0,325.4000000000001,699021,46.550818931047864,46.550818931047864,Excess deaths,PRI,Males,NA
LTU,Lithuania,2020,m,"[45,55)",45,537,182190,294.74724189033424,294.74724189033424,Excess deaths,PRI,Males,NA
LTU,Lithuania,2021,m,"[45,55)",45,678.1999999999998,182190,372.2487513035841,372.2487513035841,Excess deaths,PRI,Males,NA
LTU,Lithuania,2020,m,"[55,65)",55,838,188837,443.768964768557,443.768964768557,Excess deaths,PRI,Males,NA
LTU,Lithuania,2021,m,"[55,65)",55,918.1999999999998,188837,486.2394551915143,486.2394551915143,Excess deaths,PRI,Males,NA
LTU,Lithuania,2020,m,"[65,75)",65,1097.1999999999998,104848,1046.4672669006559,1046.4672669006559,Excess deaths,PRI,Males,NA
LTU,Lithuania,2021,m,"[65,75)",65,1407.1999999999994,104848,1342.1333740271625,1342.1333740271625,Excess deaths,PRI,Males,NA
LTU,Lithuania,2020,m,"[75,85)",75,905.6000000000004,65185,1389.2766740814611,1389.2766740814611,Excess deaths,PRI,Males,NA
LTU,Lithuania,2021,m,"[75,85)",75,1070.8000000000002,65185,1642.7092122420804,1642.7092122420804,Excess deaths,PRI,Males,NA
LUX,Luxembourg,2020,b,(85+],85,127.10000000000036,12615,1007.5307173999236,1094.4211767748411,Excess deaths,PRI,Both sexes,NA
LUX,Luxembourg,2021,b,(85+],85,-56.59999999999968,12615,-448.67221561632726,-487.3661573993351,Excess deaths,PRI,Both sexes,NA
LUX,Luxembourg,2020,b,"[0,45)",0,7.200000000000017,362211,1.9877916463056113,1.9877916463056113,Excess deaths,PRI,Both sexes,NA
LUX,Luxembourg,2021,b,"[0,45)",0,44,362211,12.147615616312038,12.147615616312038,Excess deaths,PRI,Both sexes,NA
LUX,Luxembourg,2020,b,"[45,55)",45,-26.599999999999966,96228,-27.642681963669585,-27.642681963669585,Excess deaths,PRI,Both sexes,NA
LUX,Luxembourg,2021,b,"[45,55)",45,-30.799999999999955,96228,-32.007315957933194,-32.007315957933194,Excess deaths,PRI,Both sexes,NA
LUX,Luxembourg,2020,b,"[55,65)",55,-9.799999999999898,77454,-12.652671262943034,-12.652671262943034,Excess deaths,PRI,Both sexes,NA
LUX,Luxembourg,2021,b,"[55,65)",55,-39.999999999999886,77454,-51.64355617527808,-51.64355617527808,Excess deaths,PRI,Both sexes,NA
LUX,Luxembourg,2020,b,"[65,75)",65,54.19999999999993,49565,109.35135680419637,109.35135680419637,Excess deaths,PRI,Both sexes,NA
LUX,Luxembourg,2021,b,"[65,75)",65,38.799999999999955,49565,78.28104509230295,78.28104509230295,Excess deaths,PRI,Both sexes,NA
LUX,Luxembourg,2020,b,"[75,85)",75,96.70000000000027,27903,346.55771780812194,346.55771780812194,Excess deaths,PRI,Both sexes,NA
LUX,Luxembourg,2021,b,"[75,85)",75,27.600000000000136,27903,98.91409525857485,98.91409525857485,Excess deaths,PRI,Both sexes,NA
LUX,Luxembourg,2020,f,(85+],85,83.30000000000018,8310,1002.406738868835,1091.6355221248662,Excess deaths,PRI,Females,NA
LUX,Luxembourg,2021,f,(85+],85,8.800000000000182,8310,105.89651022864237,115.32284027249698,Excess deaths,PRI,Females,NA
LUX,Luxembourg,2020,f,"[0,45)",0,13.000000000000007,177100,7.34048560135517,7.34048560135517,Excess deaths,PRI,Females,NA
LUX,Luxembourg,2021,f,"[0,45)",0,30.400000000000013,177100,17.165443252399783,17.165443252399783,Excess deaths,PRI,Females,NA
LUX,Luxembourg,2020,f,"[45,55)",45,-21.69999999999999,45444,-47.75107825015401,-47.75107825015401,Excess deaths,PRI,Females,NA
LUX,Luxembourg,2021,f,"[45,55)",45,-25.19999999999999,45444,-55.45286506469498,-55.45286506469498,Excess deaths,PRI,Females,NA
LUX,Luxembourg,2020,f,"[55,65)",55,-23.799999999999955,37842,-62.893081761006165,-62.893081761006165,Excess deaths,PRI,Females,NA
LUX,Luxembourg,2021,f,"[55,65)",55,-18.19999999999996,37842,-48.094709581945885,-48.094709581945885,Excess deaths,PRI,Females,NA
LUX,Luxembourg,2020,f,"[65,75)",65,33.5,25079,133.57789385541687,133.57789385541687,Excess deaths,PRI,Females,NA
LUX,Luxembourg,2021,f,"[65,75)",65,30.19999999999999,25079,120.41947446070414,120.41947446070414,Excess deaths,PRI,Females,NA
LUX,Luxembourg,2020,f,"[75,85)",75,19.699999999999932,15614,126.16882285128688,126.16882285128688,Excess deaths,PRI,Females,NA
LUX,Luxembourg,2021,f,"[75,85)",75,-22.000000000000114,15614,-140.89919303189518,-140.89919303189518,Excess deaths,PRI,Females,NA
LUX,Luxembourg,2020,m,(85+],85,43.80000000000007,4305,1017.4216027874581,1112.6907518681955,Excess deaths,PRI,Males,NA
LUX,Luxembourg,2021,m,(85+],85,-65.39999999999986,4305,-1519.163763066199,-1661.4149582689433,Excess deaths,PRI,Males,NA
LUX,Luxembourg,2020,m,"[0,45)",0,-5.799999999999983,185111,-3.13325518202591,-3.13325518202591,Excess deaths,PRI,Males,NA
LUX,Luxembourg,2021,m,"[0,45)",0,13.600000000000009,185111,7.346943185440092,7.346943185440092,Excess deaths,PRI,Males,NA
LUX,Luxembourg,2020,m,"[45,55)",45,-4.8999999999999915,50784,-9.648708254568351,-9.648708254568351,Excess deaths,PRI,Males,NA
LUX,Luxembourg,2021,m,"[45,55)",45,-5.599999999999994,50784,-11.027095148078123,-11.027095148078123,Excess deaths,PRI,Males,NA
LUX,Luxembourg,2020,m,"[55,65)",55,14,39612,35.34282540644249,35.34282540644249,Excess deaths,PRI,Males,NA
LUX,Luxembourg,2021,m,"[55,65)",55,-21.80000000000001,39612,-55.033828132889056,-55.033828132889056,Excess deaths,PRI,Males,NA
LUX,Luxembourg,2020,m,"[65,75)",65,20.700000000000045,24486,84.53810340602811,84.53810340602811,Excess deaths,PRI,Males,NA
LUX,Luxembourg,2021,m,"[65,75)",65,8.60000000000008,24486,35.12211059380903,35.12211059380903,Excess deaths,PRI,Males,NA
LUX,Luxembourg,2020,m,"[75,85)",75,77,12289,626.576613231345,626.576613231345,Excess deaths,PRI,Males,NA
LUX,Luxembourg,2021,m,"[75,85)",75,49.59999999999991,12289,403.6129872243463,403.6129872243463,Excess deaths,PRI,Males,NA
LVA,Latvia,2020,b,(85+],85,317.59031963619145,57813,549.3406666946732,564.4098434805711,Excess deaths,PRI,Both sexes,NA
LVA,Latvia,2021,b,(85+],85,1903.0495573736935,57813,3291.7329274967456,3382.029729506453,Excess deaths,PRI,Both sexes,NA
LVA,Latvia,2020,b,"[0,45)",0,14.88855296379893,968686,1.536984426718145,1.536984426718145,Excess deaths,PRI,Both sexes,NA
LVA,Latvia,2021,b,"[0,45)",0,153.29880139634474,968686,15.825437902100859,15.825437902100859,Excess deaths,PRI,Both sexes,NA
LVA,Latvia,2020,b,"[45,55)",45,148.21096413952955,252316,58.740216292081975,58.740216292081975,Excess deaths,PRI,Both sexes,NA
LVA,Latvia,2021,b,"[45,55)",45,482.4329888285549,252316,191.20190111945138,191.20190111945138,Excess deaths,PRI,Both sexes,NA
LVA,Latvia,2020,b,"[55,65)",55,44.37727224804621,274996,16.137424634556943,16.137424634556943,Excess deaths,PRI,Both sexes,NA
LVA,Latvia,2021,b,"[55,65)",55,670.6385599267574,274996,243.87211447684962,243.87211447684962,Excess deaths,PRI,Both sexes,NA
LVA,Latvia,2020,b,"[65,75)",65,491.24934153836875,194934,252.00803427743173,252.00803427743173,Excess deaths,PRI,Both sexes,NA
LVA,Latvia,2021,b,"[65,75)",65,1749.3709059066487,194934,897.4170262276713,897.4170262276713,Excess deaths,PRI,Both sexes,NA
LVA,Latvia,2020,b,"[75,85)",75,523.883549474067,137457,381.1254061081407,381.1254061081407,Excess deaths,PRI,Both sexes,NA
LVA,Latvia,2021,b,"[75,85)",75,1667.4091865680039,137457,1213.0405774664105,1213.0405774664105,Excess deaths,PRI,Both sexes,NA
LVA,Latvia,2020,f,(85+],85,190.39999999999964,45347,419.87342051293274,437.4273099013995,Excess deaths,PRI,Females,NA
LVA,Latvia,2021,f,(85+],85,1354.6380023562751,45347,2987.2714895280287,3112.1620654459684,Excess deaths,PRI,Females,NA
